[Love Live! series]ラブライブ！シリーズ公式チャンネルチャンネル登録者数 59.4万人,https://www.youtube.com/@lovelive_series
「KING AMUSEMENT CREATIVE」公式チャンネルチャンネル登録者数 44.2万人,https://www.youtube.com/@KAC_official
「THE FACT」 マスコミが報道しない「事実」を世界に伝える番組チャンネル登録者数 16.7万人,https://www.youtube.com/@ThefactJp
「ただよび」ベーシック理系チャンネル登録者数 7.64万人,https://www.youtube.com/@tadayobi-science
『国の雑学』解説チャンネル【ゆっくり解説】チャンネル登録者数 1.57万人,https://www.youtube.com/@user-zc1mb2ck8j
『新旧アニメ』をゆっくり解説チャンネル登録者数 2.87万人,https://www.youtube.com/@shinkyuanimeyukkuri
『世界の墳丘から』gotas1975チャンネル登録者数 3790人,https://www.youtube.com/@gotas1975
『旅するように学ぶ世界遺産』世界遺産検定公式YouTubeチャンネルチャンネル登録者数 1.7万人,https://www.youtube.com/@sekakenman47
【World Tour】世界を巡る旅チャンネル登録者数 1.96万人,https://www.youtube.com/@world_tour
【グレートジャーニー】関野吉晴・探検家チャンネル登録者数 2.15万人,https://www.youtube.com/@GJsekino
【ゆっくり解説】9割が知らない雑学チャンネル登録者数 31.2万人,https://www.youtube.com/@9wari.zatugaku
【ゆっくり解説】ヤバい雑学まとめチャンネルチャンネル登録者数 11万人,https://www.youtube.com/@user-pz8sh3bn2i
【ゆっくり解説】古代生物ちゃんねるチャンネル登録者数 5.29万人,https://www.youtube.com/@kodaiseibutuch
【ゆっくり解説】神々の伝説チャンネルチャンネル登録者数 586人,https://www.youtube.com/@user-rg2tw8jl5w
【ゆっくり解説】眠れなくなる宇宙Cosmosチャンネルチャンネル登録者数 810人,https://www.youtube.com/@cosmos2543
【海外の反応】日本の誇りは捨てられないチャンネル登録者数 3.49万人,https://www.youtube.com/@japan-hokori
【公式】BN Picturesチャンネルチャンネル登録者数 11.9万人,https://www.youtube.com/@BNPictures
【公式】アース・スター エンターテイメントチャンネル登録者数 2.34万人,https://www.youtube.com/@earthstarofficial
【公式】がるがるちゃんねるチャンネル登録者数 4.82万人,https://www.youtube.com/@GaruGaruChannel
【公式】邪神ちゃんねる【切り抜きOK】チャンネル登録者数 21.2万人,https://www.youtube.com/@ok3853
【公式】武田邦彦の絡合チャンネルチャンネル登録者数 6810人,https://www.youtube.com/@user-lx3db2sw9v
【登山・ランニング】えいチャンネルチャンネル登録者数 104人,https://www.youtube.com/@eichan_mountain
@user-nn7mk5ld4rチャンネル登録者数 1.81万人,https://www.youtube.com/@user-nn7mk5ld4r
◆ダンスであそぼ◆[DDA]チャンネル登録者数 7320人,https://www.youtube.com/@danceholic2100
